"A_1"	"A_2"	"A_3"	"A_4"	"A_5"	"B_1"	"B_2"	"B_3"	"B_4"	"B_5"
"SORBS3"	20.8686	27.4564	27.3749	23.3307	28.901	26.2122	26.2513	26.2915	27.8209	27.5036
"SORCS1"	1.11701	1.03852	1.1342	1.11143	1.2092	2.89799	2.84569	3.08744	2.87335	2.93552
"SORCS2"	0.378975	0.58688	0.528591	0.396992	0.543456	5.19052	5.53298	5.14645	5.23059	5.76961
"SORCS3"	0	0.00214568	0	0.00320315	0	2.94489	3.07859	3.21488	2.90605	3.04871
"SORD"	23.8139	22.6546	23.9167	23.554	23.7665	5.7341	5.73037	5.9597	5.53373	5.6813
"SORL1"	5.52945	5.59198	5.40328	5.24893	6.09099	27.2538	27.0553	27.6171	26.6497	27.8065
"SORT1"	21.1333	19.8188	19.7163	20.3706	20.3922	55.4872	55.5713	55.8548	53.9407	53.104
"SOS1"	7.28997	6.55411	6.82621	6.71463	8.29278	5.52573	5.52293	5.75459	5.34316	5.97247
"SOS2"	5.60607	5.03224	5.01038	4.93737	5.53738	6.36964	6.06443	6.70654	6.11289	7.10048
"SOST"	0.0255514	0.0393643	0.0335175	0.0755332	0.0847302	0.0380637	0.0455711	0.06404	0.0979946	0.0414022
"SOSTDC1"	0.754774	0.747049	0.934454	0.809796	0.726435	3.37235	3.39283	3.58459	3.45375	3.56108
"SOX1"	0.00831634	0.00608704	0.00453661	0.0068147	0.0114411	0.585384	0.643596	0.670359	0.665424	0.797062
"SOX10"	17.2316	21.1187	19.8125	18.6933	25.9172	23.1893	23.2902	21.9854	22.196	24.7045
"SOX11"	1.41492	1.23561	1.25042	1.35157	1.67443	0.221235	0.174972	0.218747	0.24954	0.274303
"SOX12"	8.22684	10.0079	10.3823	8.98055	15.5318	3.85457	3.73944	3.66351	3.71322	4.91552
"SOX13"	6.97264	8.15295	8.03306	7.545	8.80798	2.98693	3.25678	3.06988	2.86975	3.04064
"SOX14"	0.0116376	0	0.00954674	0	0	0.0108381	0.0155785	0.0364938	0.0186138	0
"SOX15"	0.30095	0.439931	0.378541	0.233367	0.517245	5.52922	5.98335	4.54676	5.46732	5.56387
"SOX17"	0.0399504	0.049452	0.0327503	0.0287015	0.0482889	0.344049	0.298329	0.339669	0.340432	0.663417
"SOX18"	0.169771	0.29637	0.34854	0.192022	1.87362	0.415225	0.341352	0.419	0.468414	2.94196
"SOX2"	11.3376	10.8183	12.2338	11.3786	15.5297	13.8788	12.6172	14.2482	13.8041	19.3235
"SOX21"	2.14007	2.32834	1.98264	2.31794	2.70394	2.33433	2.37606	2.18912	2.21415	2.90805
"SOX2-OT"	0.580836	0.53585	0.491387	0.48446	0.607896	47.2966	47.4791	47.2281	48.4331	48.1084
"SOX3"	0.82261	1.13848	0.880936	0.90113	1.32751	0.191517	0.193704	0.173996	0.213168	0.305705
"SOX30"	0.0422865	0.0154869	0.0205858	0.0346743	0.0436919	0.0295112	0.0219598	0.0314764	0.0187325	0.0135557
"SOX4"	33.4038	31.7441	33.4256	31.943	38.7571	2.14924	2.26078	2.31728	2.19678	2.73787
"SOX5"	1.93443	1.77144	1.75038	1.66645	1.92662	1.45261	1.33982	1.3875	1.36071	1.4785
"SOX6"	0.799539	0.732688	0.697832	0.695124	0.860324	0.965703	0.899471	0.996346	0.934031	0.986922
"SOX7"	0.465441	0.393396	0.428012	0.408097	0.473561	1.16606	1.12839	1.03944	1.05065	1.18108
"SOX8"	0.977051	1.12788	1.07928	1.04363	1.94173	11.1612	11.0342	11.39	11.5712	19.4026
"SOX9"	7.82946	7.62593	7.97816	7.88275	11.2527	9.78453	9.39828	9.67146	9.6188	12.8414
"SP1"	14.3672	13.8061	13.8007	13.6624	15.8106	5.88416	5.77769	5.84236	5.69577	5.82086
"SP100"	12.0847	11.2575	11.5351	11.7421	11.5499	2.04943	1.98006	2.38725	2.18695	2.0853
"SP110"	4.27687	4.20711	4.28574	4.42312	4.28691	2.13939	2.12582	2.07695	1.93243	1.77077
"SP140"	0.863071	1.027	0.989081	0.826553	1.06581	0.28773	0.232322	0.160257	0.240505	0.306434
"SP140L"	5.95418	5.74335	5.77489	6.08199	5.96678	0.456716	0.55509	0.461519	0.496691	0.482443
"SP2"	5.72623	7.30676	6.59217	5.88163	7.25292	6.97387	7.31314	6.63928	6.49528	6.51582
"SP3"	13.9693	12.1702	12.5426	12.78	14.5277	7.0186	6.87524	7.10305	6.80169	7.25697
"SP4"	2.37773	2.13143	2.3204	2.31568	2.58891	3.07948	3.12063	3.218	3.15707	3.39186
"SP5"	4.27019	4.31956	5.64235	4.88228	10.6028	0.159546	0.207533	0.186438	0.163148	0.347417
"SP6"	1.28286	1.17068	1.24709	1.28345	1.48796	0.212924	0.160766	0.223107	0.217566	0.296824
"SP7"	0.00777769	0.0213725	0.00636941	0.0095698	0.0160837	0.112202	0.113694	0.132073	0.111693	0.100131
"SP8"	0.89727	0.827634	0.841824	0.720838	1.2752	0.175892	0.190667	0.22223	0.17411	0.274981
"SP9"	0.00843567	0.0279396	0.0138705	0	0.199372	0.0786369	0.0754932	0.0455071	0.0902545	0.398153
"SPA17"	7.11517	6.21625	7.08271	7.97469	7.58092	3.40841	3.59467	3.9538	4.02313	3.99271
"SPACA1"	0	0	0	0	0	0	0.00729974	0	0	0
"SPACA3"	0.0330666	0.0919991	0.136853	0.0822971	0.0933504	0.0309165	0.0149255	0.0150281	0	0.0544055
"SPACA4"	0.0134316	0.0596084	0.133067	0.0333357	0.207337	0.0250878	0.0845948	0.0121577	0.0289283	0.0440146
"SPACA5"	0.00948328	0.0105794	3.58482e-07	1.97279e-07	0	0.0354	0.0707232	0.0778347	2.15456e-07	0.0469623
"SPACA5"	0.00948328	0.0105794	3.58482e-07	1.97279e-07	0	0.0354	0.0707232	0.0893666	2.15456e-07	0.0469623
"SPACA5B"	0	0	0.0624698	0.0208808	0	0.000129931	0.0200339	1.21087e-06	0.0409625	1.80202e-06
"SPACA5B"	0	0	0.0624698	0.0208808	0	0.000129931	0.0200339	3.07865e-07	0.0409625	1.80202e-06
"SPACA7"	0	0	0	0	0	0	0	0	0	0
"SPAG1"	2.53382	2.17506	2.04655	2.46669	2.38387	1.67652	1.58038	1.75014	1.66737	1.97579
"SPAG11A"	0	0	0	0	0	0	0	0	0	0
"SPAG11B"	0	0	0	0	0	0	0	0	0	0
"SPAG11B"	0	0	0	0	0	0	0	0	0	0
"SPAG16"	8.33725	7.39021	8.40702	8.22604	9.55992	9.41744	9.72351	10.2328	9.83238	12.6018
"SPAG17"	0.0204352	0.0362002	0.0231295	0.0360284	0.0194202	0.0467734	0.0782045	0.0280092	0.0566794	0.0456331
"SPAG4"	7.86757	9.49363	9.53736	8.80916	9.78043	0.583265	0.491852	0.752626	0.597074	0.715602
"SPAG5"	30.0016	29.8398	28.9926	29.6428	27.2044	2.27178	2.31413	2.08056	2.20553	2.0116
"SPAG5-AS1"	0.888259	0.869568	0.864854	1.03074	0.769568	0.507075	0.499194	0.338482	0.363955	0.376488
"SPAG6"	0.0239011	0.0197689	0.00783592	0.0368815	0.0264031	0.735109	0.681663	0.747584	0.617099	0.622127
"SPAG7"	25.9933	30.9688	29.2383	28.8856	30.704	25.2218	26.2237	24.1977	25.506	25.4305
"SPAG8"	0.369266	0.31332	0.290408	0.288723	0.242467	1.50958	1.62681	1.55748	1.33074	1.24024
"SPAG9"	13.1486	12.1526	12.3028	12.4381	13.3358	24.5653	24.0148	25.5957	24.0847	25.2555
"SPAM1"	0.00579709	0.00638356	0.009511	0.00952649	0.0240604	0	0	0	0	0
"SPANXA1"	1.06675	0.744639	3.37006	1.2876	0.741044	0	0	0	0	0
"SPANXA1"	0.000491619	0.540747	2.15922	0.531322	0.0790521	0	0	0	0	0
"SPANXA2"	4.84937	5.63572	2.91596	5.33774	4.18027	0	0	0	0	0
"SPANXA2"	4.13612	4.01014	2.56991	4.32651	3.50569	0	0	0	0	0
"SPANXA2-OT1"	0.0914868	0.147418	0.196485	0.173662	0.12686	0.0393415	0.0817517	0.0694711	0.0300635	0.0114324
"SPANXC"	6.86538	6.08907	5.18551	6.68133	5.28912	0	0	0	0	0
"SPANXD"	0.00290271	0.00456685	9.35249e-05	8.90884e-06	2.36708e-05	0	0	0	0	0
"SPANXE"	17.9428	15.9634	18.9518	18.7719	13.1752	0	0	0	0	0
"SPANXF1"	5.6116	4.65141	6.70426	5.20396	4.52173	0	0.0161384	0.0163341	0	0
"SPANXF1"	5.60459	4.65538	6.64533	5.22429	4.52466	0	0.0161384	0.0163341	0	0
"SPANXN1"	0	0	0	0	0	0	0	0	0	0
"SPANXN2"	0.00897476	0	0	0	0	0	0	0	0	0
"SPANXN3"	0	0	0	0	0	0	0	0	0	0
"SPANXN4"	0	0	0	0	0	0	0	0	0	0
"SPANXN5"	0	0	0	0	0	0	0	0	0	0
"SPARC"	214.108	223.299	216.158	220.896	210.116	124.664	124.429	124.845	122.889	116.535
"SPARCL1"	0.62594	0.517126	0.522496	0.542908	0.516738	439.265	432.258	449.354	435.465	444.04
"SPAST"	5.44472	4.68877	5.04051	5.28213	5.72456	6.42233	6.36292	6.47159	6.60211	7.5959
"SPATA12"	0.218447	0.170897	0.183035	0.139484	0.154194	0.0271157	0.0259663	0.0130312	0.0310189	0.0235893
"SPATA13"	3.88285	3.57681	3.58944	3.7054	4.03005	6.3392	6.30658	6.3098	6.02423	6.11958
"SPATA16"	0.0168478	0	0	0	0	0	0	0	0	0
"SPATA17"	0.802352	0.763769	0.702402	0.73723	0.623275	0.227369	0.282286	0.274581	0.174251	0.182248
"SPATA18"	0.478503	0.417906	0.506134	0.400722	0.45088	0.32707	0.456153	0.339642	0.300398	0.367191
"SPATA19"	0	0	0	0	0	0.0721425	0.0139204	0.0420356	0.0166685	0.0253634
"SPATA2"	3.87462	4.38326	4.31813	4.08269	4.77723	12.3924	12.7575	12.8188	12.5727	12.2761
"SPATA20"	13.8528	17.4326	16.6294	14.8115	18.3218	17.8129	18.1806	18.354	18.3095	18.3529
"SPATA21"	0.100197	0.149288	0.232095	0.174354	0.0897097	0.0823373	0.0631238	0.153156	0.113136	0.152963
"SPATA22"	0.00980185	0.0108361	0	0.00808262	0.0136619	0.190321	0.245907	0.150187	0.141091	0.107108
"SPATA24"	4.01158	3.40435	3.42035	3.90136	3.01987	1.2982	1.16221	1.42133	1.50762	1.043
"SPATA2L"	1.11421	1.75063	1.62934	1.29811	4.39584	1.51398	1.53501	1.44643	1.54506	3.48841
"SPATA3"	0	0	0	0	0	0	0	0	0	0
"SPATA4"	0.0712266	0.0562649	0.0335104	0.142686	0.085153	0.256267	0.209831	0.330117	0.294602	0.315384
"SPATA5"	2.58913	2.05346	2.19349	2.40309	1.86583	0.66849	0.710504	0.653816	0.64008	0.566342
"SPATA5L1"	4.50807	4.21641	4.43008	4.35264	5.59736	2.01517	2.05516	1.96057	1.78241	2.54381
"SPATA6"	1.13438	0.943122	0.898251	0.997612	0.962817	1.4523	1.48332	1.51935	1.60463	1.55393
"SPATA7"	2.99987	2.40276	2.58407	3.00587	3.02583	6.08943	5.39546	5.83064	5.37337	6.11737
"SPATA8"	0.0252822	0.0420423	0.0208587	0.0104505	0.0177131	0	0	0	0	0
"SPATA9"	0.255568	0.16959	0.185174	0.168657	0.299453	0.371897	0.274984	0.276399	0.31792	0.383587
"SPATC1"	0.0818624	0.104063	0.114752	0.0983272	0.113415	0.0879391	0.118033	0.120101	0.127657	0.122945
"SPATS1"	0.126631	0.0764881	0.0759099	0.095073	0.0321934	0.0322304	0.0723546	0.0623591	0.0865616	0.131694
"SPATS2"	14.3114	13.429	12.9394	13.4935	13.3663	7.46785	7.90263	7.78114	7.70654	7.84446
"SPATS2L"	11.0046	11.1896	11.3074	11.1174	11.7901	6.87505	6.94972	6.78301	6.69417	7.09084
"SPC24"	13.1877	16.161	14.8662	13.5832	14.194	0.185636	0.259917	0.181453	0.239766	0.109482
"SPC25"	20.9161	18.125	20.7166	21.7712	19.282	0.790071	0.795039	0.723076	0.713046	0.702388
"SPCS1"	94.5371	83.5529	89.2854	98.5119	100.209	37.3668	34.8305	40.2549	37.3998	46.7637
"SPCS2"	29.0811	25.8283	29.9124	30.7477	26.1795	16.436	15.8715	17.3344	17.1643	16.2753
"SPCS3"	28.5996	25.3403	27.6105	27.9974	30.1228	16.233	15.3457	16.5064	16.2604	17.8326
"SPDEF"	1.65174	2.29205	2.10057	1.80863	3.20391	0.416933	0.394037	0.429562	0.497767	0.532039
"SPDYA"	1.1857	0.876114	1.0369	0.851233	0.989536	0.592844	0.547898	0.626027	0.61181	0.715599
"SPDYC"	1.64565	1.57716	1.82236	1.72624	1.57276	0.0141085	0	0.0136966	0	0.0247927
"SPDYE1"	1.06789	0.859719	0.990571	0.945489	0.28314	0.425738	0.357912	0.430598	0.45226	0.248662
"SPDYE2"	1.92746	1.58894	1.71414	1.66123	0.563069	0.536836	0.501416	0.53161	0.57556	0.351564
"SPDYE2L"	2.11622	1.78472	1.94313	1.91351	0.603027	0.672193	0.698192	0.662045	0.73067	0.434261
"SPDYE3"	0.387213	0.408401	0.342435	0.424226	0.276349	0.261178	0.301896	0.237898	0.29224	0.178524
"SPDYE4"	0.0142902	0.0158681	0	0.0118313	0	0.01335	0	0	0	0
"SPDYE5"	1.75238	1.65504	1.41362	1.61573	0.431358	0.62684	0.684064	0.900219	0.818553	0.433549
"SPDYE6"	2.43668	2.07461	2.33209	2.42631	0.700333	0.726863	0.697977	0.71676	0.859027	0.399604
"SPDYE7P"	3.00979	2.79085	3.00757	2.912	0.813371	1.1317	1.06585	0.954315	1.2568	0.473985
"SPDYE8P"	0.616769	0.553255	0.490605	0.563107	0.294665	0.512775	0.471458	0.528541	0.497895	0.325145
"SPDYE8P"	0.330287	0.279974	0.30341	0.292159	0.16388	0.214383	0.243203	0.278565	0.254649	0.161069
"SPDYE8P"	0.335909	0.274645	0.288278	0.299956	0.157235	0.212355	0.249821	0.27348	0.246532	0.158181
"SPECC1"	7.90828	7.68676	7.29527	7.66916	7.17382	13.3548	13.6535	13.2059	13.2143	12.1745
"SPECC1L"	7.5469	7.91938	7.56836	7.37638	7.46502	8.84433	8.59159	8.33019	8.35525	7.63095
"SPEF1"	0.0765729	0.0929211	0.113242	0.063021	0.191343	1.31303	1.13661	1.21732	1.39135	2.26584
"SPEF2"	0.702111	0.567956	0.809877	0.662279	0.531193	1.03158	0.93556	1.0029	0.920041	1.04928
"SPEG"	3.36814	3.98854	3.48478	3.50674	5.06438	9.82851	10.6009	9.94463	10.5838	12.8705
"SPEM1"	0.0265378	0.0588768	0.0438124	0.0439027	0.0558443	0.0123912	0.0119365	0	0	0
"SPEN"	7.71928	8.56204	8.06672	7.32513	9.27068	9.83266	9.95233	9.45421	9.38035	8.97569
"SPERT"	0.0225618	0.0165909	0.0247129	0.0185665	0.0521889	0	0	0	0.0160738	0
"SPESP1"	1.10308	1.26015	0.968868	1.10757	1.23107	0.744723	0.777434	0.917989	0.720021	0.585287
"SPG11"	6.02689	5.55018	5.74607	5.50746	5.96254	4.30499	4.34138	4.41743	4.24471	4.49014
"SPG20"	8.71049	7.77741	8.20092	8.88127	8.70676	13.5919	13.3958	13.8904	13.488	14.7086
"SPG20OS"	0.287745	0.29845	0.409235	0.352681	0.408812	0.249627	0.148917	0.0803478	0.114686	0.101889
"SPG21"	54.0175	49.3525	50.837	54.819	48.8802	20.1235	19.8621	20.4242	20.7175	19.586
"SPG7"	18.7055	24.0338	21.8677	20.4857	24.0241	18.9246	20.0343	19.321	19.26	19.8323
"SPHAR"	3.94103	3.05508	3.30146	4.18056	3.77228	10.6621	10.1407	12.404	11.5128	12.0794
"SPHK1"	9.86342	15.5406	14.7917	11.9488	19.2535	1.06275	1.21075	1.06369	1.02547	1.28698
"SPHK2"	1.45421	1.97276	2.22207	1.60184	4.37796	6.93994	5.99635	6.11277	7.26935	12.367
"SPHKAP"	0.0032847	0.00180108	0.0026851	0	0.00225466	11.6679	11.9792	12.0561	11.2814	11.4843
"SPI1"	0.964239	1.56934	1.28304	1.28553	2.31829	2.55789	2.30731	2.57821	2.67428	3.88388
"SPIB"	0.133285	0.142832	0.159665	0.182911	0.214739	0.00915824	0.012349	0.0123902	0.0147474	0.0112145
"SPIC"	0	0	0	0	0	0	0	0	0	0
"SPICE1"	4.30171	3.98602	4.03588	3.99575	4.1384	0.920271	0.862991	0.924603	0.869918	0.928748
"SPIN1"	19.7585	18.3089	18.9234	19.0057	19.7282	34.1203	33.5505	35.3554	33.9313	35.2266
"SPIN2A"	1.15484	1.07946	1.02184	1.19817	0.94754	1.63508	1.63411	1.62308	1.54508	1.74595
"SPIN2B"	3.95037	3.54498	3.72533	4.00787	3.96832	4.59016	4.36978	3.72657	4.11986	4.75211
"SPIN3"	3.7608	3.39053	3.40552	3.55376	3.99807	6.9892	6.65775	6.71387	6.62672	7.4806
"SPIN4"	5.10107	4.4816	4.34167	4.89481	5.35281	0.80119	0.884355	0.931619	0.879468	0.92598
"SPINK1"	1.65499	1.66376	1.62277	1.92164	1.92669	0.290213	0.0355817	0.180245	0	0
"SPINK13"	0.683526	0.456071	0.729006	0.940211	0.67642	0	0	0.0288064	0	0
"SPINK14"	0	0	0.137761	0	0	0	0	0	0	0
"SPINK2"	0.680615	0.73573	0.882806	0.716639	0.542638	0.236444	0.252689	0.208666	0.165409	0.335735
"SPINK4"	0.517315	0.476943	1.1466	0.75289	0.780903	0	0	0	0	0
"SPINK5"	0.886454	0.780768	0.949577	0.86217	0.89234	0.00739132	0.0177045	0.00842441	0.0100273	0.0192739
"SPINK6"	0	0.0546602	0.0315187	0.0407176	0	2.34566	2.04605	2.17128	1.74169	1.65932
"SPINK7"	0.0279045	0.0314089	0	0.0233894	0.0402543	0.0261995	0	0	0	0
"SPINK8"	0.0772476	0	0	0.0326888	0.0568819	0.218437	0.142849	0.144731	0.257948	0.261996
"SPINK9"	0.0369324	0	0	0	0	0.139162	0	0	0.0820353	0.187455
"SPINLW1"	0	0	0.00980852	0.00491224	0	0.0317173	0.00533542	0.00535678	0.0127504	0.0290907
"SPINLW1-WFDC6"	0	1.94715e-09	0	0	0.00889575	0.0137772	0.00573544	0	0	8.2991e-09
"SPINT1"	5.90598	6.78901	6.51061	6.08302	6.21362	1.7452	1.70317	1.56088	1.7482	1.8257
"SPINT2"	32.7136	37.5048	35.0785	34.8908	37.9078	31.6632	33.8333	32.2258	33.1191	34.0378
"SPINT3"	0	0	0	0	0	0	0	0	0	0
"SPINT4"	0	0.0562793	0	0	0	0	0	0	0	0
"SPIRE1"	7.36173	6.79687	6.75703	6.69933	7.11887	19.318	18.6965	19.7927	18.8506	20.4345
"SPIRE2"	4.71154	5.86672	5.40317	4.92243	6.76485	6.15042	6.21599	6.13543	6.09939	7.16531
"SPN"	7.33485	7.46535	7.53161	7.45909	4.75968	0.233791	0.230631	0.216741	0.26146	0.163261
"SPNS1"	13.5822	19.4717	18.94	15.8206	28.59	6.26865	6.58528	5.84685	6.55124	8.31661
"SPNS2"	1.38218	1.70369	1.93259	1.56142	2.16416	11.0753	11.3579	10.9151	11.1773	11.6541
"SPNS3"	0.517255	0.93125	0.859349	0.658537	1.23165	0.123389	0.174603	0.113108	0.195184	0.163799
"SPO11"	0	0	0	0	0	0	0	0	0	0
"SPOCD1"	0.537205	0.697881	0.912898	0.661607	0.86047	0.128356	0.172374	0.138863	0.1341	0.137544
"SPOCK1"	12.3999	11.6787	11.7945	12.182	13.7217	108.775	109.525	109.755	104.429	113.279
"SPOCK2"	1.66379	2.08025	1.77803	1.8018	2.28172	115.938	121.301	112.137	116.231	110.259
"SPOCK3"	0.0927017	0.12035	0.0203972	0.115735	0.098898	42.2034	40.7933	43.5925	41.7671	46.6253
"SPON1"	0.690607	0.697462	0.658363	0.646679	0.831211	7.09608	7.17342	7.07529	6.82245	7.32728
"SPON2"	2.11816	2.86103	3.04153	2.32043	6.6076	2.20623	2.04565	2.19586	1.91339	4.73804
"SPOP"	16.1946	14.6829	14.9573	15.9474	16.2359	19.5027	19.2102	20.7444	19.4324	21.2267
"SPOPL"	4.14201	3.46883	3.35002	3.9465	4.42454	4.11684	3.83664	4.57441	3.8801	4.37331
"SPP1"	116.474	106.569	105.454	116.089	100.435	196.241	194.137	198.565	199.193	187.744
"SPP2"	0	0	0.0209565	0	0	0	0	0	0	0
"SPPL2A"	14.2433	13.1906	13.8804	13.764	13.7665	3.59671	3.55805	3.69451	3.69467	3.66628
"SPPL2B"	3.64522	5.46517	4.93782	3.90667	11.6001	4.81276	4.69786	4.80728	4.84435	8.61461
"SPPL3"	8.92865	8.7885	8.76342	8.90707	8.45179	12.0267	12.1095	12.2952	12.4618	12.2132
"SPR"	19.662	21.7718	18.6396	20.2449	17.677	4.82911	5.01979	4.72561	4.81362	4.59876
"SPRED1"	6.09545	5.47257	5.14402	5.73335	6.20837	8.6294	8.69145	9.22189	8.575	9.64351
"SPRED2"	9.91699	9.92961	9.91259	9.65784	11.293	9.12955	9.28792	9.17562	8.97303	9.2026
"SPRED3"	0.183259	0.255281	0.377256	0.189525	0.287948	0.9234	0.691926	0.860537	0.999258	0.795729
"SPRN"	1.1003	1.53624	1.52838	1.36092	1.76631	7.84303	7.57853	7.32188	7.44832	8.59736
"SPRNP1"	0.0147461	0.0270398	0.0564092	0.0242132	0.0950472	1.04337	1.25336	0.914925	1.15698	1.1904
"SPRR1A"	0.0452129	0.126558	0.0376164	0.146544	0	0	0	0	0	0
"SPRR1B"	0.0236821	0.132719	0.118328	0.0593232	0.10166	0	0	0	0	0
"SPRR2A"	0	0.0352865	0	0.00438228	0.00748985	0	0	0	0	0
"SPRR2B"	0	0.0121432	0	0.00452398	0.00773722	0	0	0	0	0
"SPRR2C"	0	0.0234783	0	0	0	0	0	0	0	0
"SPRR2D"	0.45855	0.454269	0.519467	0.490398	0.422699	0	0	0	0	0
"SPRR2E"	0.0420061	0.0117391	0	0.00437372	0.00747492	0	0	0	0	0
"SPRR2F"	0.241208	0.220814	0.36467	0.164526	0.125087	0	0	0	0	0
"SPRR2G"	0	0	0	0	0.0316679	0.124769	0.0604788	0.0203298	0.0725298	0.110396
"SPRR3"	0.0146926	0.0326431	0.0485717	0.0243379	0.103337	0	0	0	0	0
"SPRR4"	0	0	0	0	0	0	0	0	0	0
"SPRY1"	7.87554	7.17994	6.51645	6.84667	7.79874	2.3742	2.28015	2.24572	1.83682	2.33207
"SPRY2"	20.2853	18.7703	19.9784	20.2085	20.1468	24.8604	24.6947	26.2476	25.8764	25.6025
"SPRY3"	0.0970243	0.0980255	0.0725699	0.0978996	0.0769851	0.624186	0.63346	0.615755	0.629082	0.62384
"SPRY3"	0.0966132	0.0980255	0.0725699	0.0978996	0.0769851	0.623421	0.629444	0.611069	0.626031	0.620791
"SPRY4"	9.36214	9.53473	8.71412	9.10938	9.33343	4.06163	4.09618	4.02549	4.32715	3.79215
"SPRYD3"	9.75614	11.7648	10.7644	10.6673	10.0284	75.1036	79.4302	74.5694	76.3528	67.931
"SPRYD4"	7.4656	8.24421	7.6357	8.20217	6.66302	2.82172	3.1249	3.24286	2.92454	2.17856
"SPRYD5"	0.981283	0.660012	0.775078	0.96438	0.744266	0.0370209	0.0599336	0.0958696	0.0397982	0.0484306
"SPRYD7"	4.75831	4.40751	4.6329	4.42193	4.61254	9.22349	8.78557	9.49228	9.66094	9.28552
"SPSB1"	4.74345	5.09468	5.15693	4.91278	5.25708	3.36742	3.51859	3.25946	3.50968	3.37505
"SPSB2"	2.22161	3.05123	3.95993	2.80993	4.7503	1.91201	1.67809	1.85692	1.71595	1.99629
"SPSB3"	5.71569	9.60844	8.5505	7.31762	18.4915	17.7397	17.4265	18.3422	18.6876	29.9931
"SPSB4"	1.03096	1.20911	1.0922	1.06197	1.35665	0.421041	0.43788	0.543938	0.44022	0.519893
"SPTA1"	1.59772	1.56002	1.33717	1.63552	1.54897	0.00259143	0.0024756	0.00248249	0.00591012	0
"SPTAN1"	26.1365	29.6723	28.0554	25.9157	30.0047	108.261	112.292	107.107	107.991	103.827
"SPTB"	1.40675	1.89113	1.68988	1.44865	2.11975	14.0472	14.695	13.8269	14.2043	14.019
"SPTBN1"	27.8135	29.2736	28.9327	26.473	31.6698	72.5543	74.872	72.3702	73.3251	73.23
"SPTBN2"	4.55609	6.00338	5.73385	4.75157	8.85709	25.1269	25.5709	24.2167	24.9787	33.2643
"SPTBN4"	0.139061	0.155112	0.163791	0.171633	0.245679	11.6465	11.149	11.2526	11.9702	19.0043
"SPTBN5"	0.0558762	0.0633132	0.0541631	0.0464874	0.0999868	1.02979	0.994669	1.02345	1.09186	1.32467
"SPTLC1"	27.5252	23.8278	25.5773	26.657	26.2368	17.0792	16.4496	17.5923	16.6274	17.2348
"SPTLC2"	5.56493	5.02449	5.0972	5.40192	5.21182	9.25448	9.17116	9.60113	9.20978	9.40481
"SPTLC3"	4.54078	4.14819	4.25813	4.19129	4.46722	0.317728	0.39634	0.380378	0.277648	0.355083
"SPTSSA"	32.2006	27.0301	30.0323	32.4649	30.8587	9.78725	9.41595	10.1137	9.31488	10.952
"SPTSSB"	48.0656	40.6951	46.2331	47.3953	47.4079	7.70058	7.47994	8.24707	7.68454	9.41318
"SPTY2D1"	5.12331	4.58387	4.71087	4.50965	5.01641	2.24124	2.17709	2.24081	2.18526	2.31237
"SPZ1"	0	0	0	0	0	0.00595126	0.00570513	0	0	0
"SQLE"	39.5618	36.1923	37.602	38.2422	42.43	11.1388	10.9555	11.4978	11.1471	12.3054
"SQRDL"	8.95528	8.52815	8.02581	8.86602	8.48197	2.78146	2.59047	2.75094	2.54024	2.87745
"SQSTM1"	66.5311	80.4421	76.4892	72.5142	82.0496	72.6014	75.6757	72.6508	74.6048	75.2001
"SRA1"	13.1642	12.3655	12.7132	12.974	11.8918	10.5071	11.1022	10.6374	10.5497	10.2678
"SRBD1"	5.36629	4.97534	5.21252	4.924	5.59249	1.01697	1.14901	1.20248	1.21083	1.11591
"SRC"	8.27579	9.49105	9.09222	8.92147	9.57488	6.82238	7.1141	6.71813	7.06236	6.7752
"SRCAP"	11.4653	13.7241	12.7697	10.821	13.0606	10.4996	11.0018	10.4515	10.6376	9.47788
"SRCIN1"	0.195452	0.318896	0.192247	0.212022	0.486441	16.6479	16.885	16.221	17.169	21.32
"SRCRB4D"	1.28578	1.44537	1.3073	1.14309	1.83861	0.257811	0.261491	0.325239	0.299126	0.280997
"SRD5A1"	10.5147	9.9128	10.5175	10.4872	10.9607	6.88162	6.99479	6.86312	6.27705	7.14259
"SRD5A1P1"	0	0	0	0	0	0	0	0	0.00292096	0
"SRD5A2"	0.028719	0	0	0.00785856	0.013219	0.0178239	0.0298683	0.0342609	0.0254854	0.0232574
"SRD5A3"	5.13299	5.01661	4.95616	5.17373	4.82698	2.79907	2.98445	3.14081	2.98544	3.03893
"SREBF1"	9.31282	12.9357	12.5047	10.27	22.5059	7.29569	7.236	7.57345	7.50727	11.3346
"SREBF2"	28.2832	35.7748	31.5278	27.3415	38.85	50.9823	51.7546	49.9915	49.1798	52.1081
"SREK1"	18.2775	16.1814	17.1148	17.3971	20.1868	7.58819	7.52649	7.7381	7.55311	8.97882
"SREK1IP1"	4.38064	3.7332	4.01705	4.21271	4.6621	2.16449	2.3326	2.5185	2.33343	2.92331
"SRF"	10.9974	12.9654	12.3961	11.5479	12.0647	7.88426	8.67379	8.30389	8.29637	8.13666
"SRFBP1"	5.25315	4.44465	4.59449	5.06764	4.39746	1.89478	1.97372	1.96236	1.95723	1.71551
"SRG7"	0	0	0	0.0242769	0.0418258	0	0.0529521	0	0.0636019	0
"SRGAP1"	2.05689	2.02985	2.02112	2.0454	1.99829	1.41412	1.4561	1.36512	1.37371	1.33114
