SLC25A26	ENSG00000261657
CDIP1	ENSG00000089486
SPPL3	ENSG00000157837
TCTN3	ENSG00000119977
MAG	ENSG00000105695
C9orf142	ENSG00000148362
IL9RP4	ENSG00000262081
ATP6V0E1	ENSG00000113732
SMC5	ENSG00000198887
ROCK1P1	ENSG00000263006
ARHGEF37	ENSG00000183111
TRIM17	ENSG00000162931
SCN4A	ENSG00000007314
STK24	ENSG00000102572
NANP	ENSG00000170191
ROBO1	ENSG00000169855
CLIC3	ENSG00000169583
LRRC53	ENSG00000162621
EXD2	ENSG00000081177
COL6A2	ENSG00000142173
CSNK2B	ENSG00000232960
SCO1	ENSG00000133028
ZNF337	ENSG00000130684
C16orf96	ENSG00000205832
LIN7C	ENSG00000148943
B4GALNT1	ENSG00000135454
CREBRF	ENSG00000164463
ZNF488	ENSG00000165388
FTH1P19	ENSG00000219186
C1orf173	ENSG00000178965
FTH1P27	ENSG00000234355
KLF9	ENSG00000119138
FAM47DP	ENSG00000174678
XKR8	ENSG00000158156
RNU6-49P	ENSG00000206983
ABHD16A	ENSG00000231488
SEPT4	ENSG00000108387
HIST3H3	ENSG00000168148
FAM182B	ENSG00000175170
ITFG1	ENSG00000129636
HIST3H2A	ENSG00000181218
UBALD1	ENSG00000153443
MIR548AJ2	ENSG00000221466
RNF39	ENSG00000204618
TDGF1P1	ENSG00000227988
GABBR1	ENSG00000206466
HIST3H2BB	ENSG00000196890
ADPRM	ENSG00000170222
SH3BP2	ENSG00000087266
FTLP16	ENSG00000229735
PRB3	ENSG00000197870
HLA-DOA	ENSG00000232962
RNU7-7P	ENSG00000238606
RNF187	ENSG00000168159
MID1IP1-AS1	ENSG00000238123
RNU6-591P	ENSG00000207122
MGAT4A	ENSG00000071073
SLC7A7	ENSG00000155465
TNNC1	ENSG00000114854
FRG1B	ENSG00000149531
FAM229B	ENSG00000203778
MIR3937	ENSG00000263730
RN7SL732P	ENSG00000264618
RPS27	ENSG00000177954
FANCM	ENSG00000187790
GAPDHP1	ENSG00000228232
MIR1587	ENSG00000261435
BDNF	ENSG00000176697
RHOU	ENSG00000116574
MIR1587	ENSG00000263972
CYS1	ENSG00000205795
LY6G5B	ENSG00000240433
TMEM220	ENSG00000187824
TBC1D29	ENSG00000266733
TMEM78	ENSG00000177800
SLC15A1	ENSG00000088386
LY6G5C	ENSG00000228883
SLC39A4	ENSG00000147804
CRYZ	ENSG00000116791
ABCB6	ENSG00000115657
DCXR	ENSG00000169738
SPHK1	ENSG00000176170
RAB4A	ENSG00000168118
EYA3	ENSG00000158161
RTKN	ENSG00000114993
GOLGA6A	ENSG00000159289
ADM5	ENSG00000224420
ZFP57	ENSG00000234669
RRM2	ENSG00000171848
C17orf72	ENSG00000224383
DEFB115	ENSG00000215547
SPHAR	ENSG00000213029
DEFB116	ENSG00000215545
CD22	ENSG00000012124
RPS11P7	ENSG00000214047
FZD5	ENSG00000163251
DEFB118	ENSG00000131068
LRTM2	ENSG00000166159
ZNF385D	ENSG00000151789
CCSAP	ENSG00000154429
DEFB119	ENSG00000180483
PPP4R1	ENSG00000154845
RNU7-164P	ENSG00000238730
RBP3	ENSG00000107618
MPC1L	ENSG00000238205
MED14-AS1	ENSG00000234636
DPRXP6	ENSG00000270791
ALAS2	ENSG00000158578
DNAJC9	ENSG00000213551
NISCH	ENSG00000010322
MKRN4P	ENSG00000238222
PLEKHM3	ENSG00000178385
SDCBPP3	ENSG00000232801
TYW3	ENSG00000162623
RPS2P55	ENSG00000216866
MGRN1	ENSG00000102858
ACTA1	ENSG00000143632
RNA5SP502	ENSG00000199564
GLA	ENSG00000102393
NXPH1	ENSG00000122584
RN7SL15P	ENSG00000264573
HLA-F	ENSG00000229698
CCDC12	ENSG00000160799
MOK	ENSG00000080823
PTAFR	ENSG00000169403
KIAA1586	ENSG00000168116
PSMG4	ENSG00000180822
NDUFA4	ENSG00000189043
TFAM	ENSG00000108064
ISLR2	ENSG00000167178
CRLF3	ENSG00000176390
LHX8	ENSG00000162624
SERF1B	ENSG00000262305
DNAJC8	ENSG00000126698
SLK	ENSG00000065613
DCP1B	ENSG00000151065
UBE2E2	ENSG00000182247
LOXL2	ENSG00000134013
DEFB121	ENSG00000204548
PRB4	ENSG00000230657
VPS28	ENSG00000160948
DEFB123	ENSG00000180424
NUP210L	ENSG00000143552
CPT1C	ENSG00000169169
DEFB124	ENSG00000180383
PRB1	ENSG00000251655
KCNAB2	ENSG00000069424
BICC1	ENSG00000122870
REM1	ENSG00000088320
NUP133	ENSG00000069248
ZNF451	ENSG00000112200
ABCA2	ENSG00000107331
RFWD3	ENSG00000168411
ST18	ENSG00000147488
LAMA4	ENSG00000112769
PRB2	ENSG00000121335
CLPTM1L	ENSG00000049656
MRPL52	ENSG00000172590
SEMA6D	ENSG00000137872
PHKB	ENSG00000102893
ENTHD1	ENSG00000176177
NUDT16L1	ENSG00000168101
IFT46	ENSG00000118096
RUNDC3B	ENSG00000105784
ENTPD4	ENSG00000197217
CASK-AS1	ENSG00000233033
SLC44A5	ENSG00000137968
RNU6-1321P	ENSG00000212207
MSH2	ENSG00000095002
PSMD14	ENSG00000115233
RN7SL406P	ENSG00000265741
MLKL	ENSG00000168404
SEC31A	ENSG00000138674
RN7SL144P	ENSG00000242559
ILDR1	ENSG00000145103
FTCD	ENSG00000160282
RNU6-202P	ENSG00000251807
ABHD16A	ENSG00000224552
PPARGC1B	ENSG00000155846
ATP5G2P4	ENSG00000228847
RNU6-630P	ENSG00000212560
RNU6-1124P	ENSG00000206896
GRAP2	ENSG00000100351
PPP1R2P9	ENSG00000102055
HNRNPH2	ENSG00000126945
IMPDH1P4	ENSG00000237206
NANOGP10	ENSG00000231750
NDP-AS1	ENSG00000236276
HLTF	ENSG00000071794
TATDN2P1	ENSG00000198414
RRM2P3	ENSG00000214018
WNT16	ENSG00000002745
PAGE2B	ENSG00000238269
FA2H	ENSG00000103089
FDPSP5	ENSG00000215035
CRYGD	ENSG00000118231
PIRT	ENSG00000233670
CHTF8P1	ENSG00000233543
ETV6	ENSG00000139083
CRYGC	ENSG00000163254
RPL19P20	ENSG00000229168
PAGE2	ENSG00000234068
ARMCX4	ENSG00000196440
RN7SL291P	ENSG00000242065
RNU6-523P	ENSG00000252113
PHF14	ENSG00000106443
CRYGB	ENSG00000182187
FAM3C	ENSG00000196937
NBEAL2	ENSG00000160796
CRYGA	ENSG00000168582
PARP8	ENSG00000151883
USP39	ENSG00000168883
ATPIF1	ENSG00000130770
KIF18A	ENSG00000121621
HM13	ENSG00000101294
FAM83F	ENSG00000133477
TBX18	ENSG00000112837
TONSL	ENSG00000160949
ABCB10	ENSG00000135776
ICAM2	ENSG00000108622
C2orf80	ENSG00000188674
DOCK9	ENSG00000088387
SHISA6	ENSG00000188803
LAMTOR1	ENSG00000149357
RAB31	ENSG00000168461
SESN2	ENSG00000130766
FAM150A	ENSG00000196711
GALNT16	ENSG00000100626
RN7SKP146	ENSG00000222174
ANKS3	ENSG00000168096
WDR59	ENSG00000103091
RNU1-109P	ENSG00000206687
GTF2H2D	ENSG00000262261
METTL15	ENSG00000169519
KRT8P14	ENSG00000214282
SWSAP1	ENSG00000173928
ANHX	ENSG00000227059
TXNDC2	ENSG00000168454
ADD1	ENSG00000087274
MIR221	ENSG00000207870
TAF5L	ENSG00000135801
PTPRZ1	ENSG00000106278
COX6CP3	ENSG00000266251
ARCN1	ENSG00000095139
UBE2E1	ENSG00000170142
HLA-G	ENSG00000233095
MRPS16	ENSG00000182180
LINC00470	ENSG00000132204
IDH1	ENSG00000138413
EPOR	ENSG00000187266
SPATC1L	ENSG00000160284
RB1CC1	ENSG00000023287
C9orf139	ENSG00000180539
KCNA4	ENSG00000182255
FUT7	ENSG00000180549
NT5E	ENSG00000135318
FSHB	ENSG00000131808
URB2	ENSG00000135763
BNIP1	ENSG00000113734
TNRC6B	ENSG00000100354
ZAN	ENSG00000146839
ANAPC15	ENSG00000110200
RN7SKP72	ENSG00000199197
ATAD5	ENSG00000176208
MED18	ENSG00000130772
NPDC1	ENSG00000107281
ARL14EP	ENSG00000152219
VAPA	ENSG00000101558
NKIRAS1	ENSG00000197885
FFAR1	ENSG00000126266
ACADM	ENSG00000117054
BCL2L14	ENSG00000121380
KIAA1211L	ENSG00000196872
FFAR3	ENSG00000185897
ARHGEF28	ENSG00000214944
MPPED2	ENSG00000066382
GPR42	ENSG00000126251
KATNBL1P3	ENSG00000235422
LY6G6F	ENSG00000239741
PHACTR4	ENSG00000204138
RNU6-340P	ENSG00000200875
CBX3P2	ENSG00000266405
PDE6A	ENSG00000132915
VPS37B	ENSG00000139722
FFAR2	ENSG00000126262
GALNT2	ENSG00000143641
FAM104B	ENSG00000182518
ISLR	ENSG00000129009
ARMCX1	ENSG00000126947
KRTDAP	ENSG00000188508
MMP14	ENSG00000157227
RNU7-25P	ENSG00000252353
ENTPD2	ENSG00000054179
RGL3	ENSG00000205517
LY6G6F	ENSG00000243003
PHYHIPL	ENSG00000165443
HLA-A	ENSG00000223980
RPL31P59	ENSG00000240364
LPP	ENSG00000145012
ARMCX6	ENSG00000198960
IGLJCOR18	ENSG00000265243
C16orf71	ENSG00000166246
CCM2	ENSG00000136280
RPL21P127	ENSG00000243720
TRPM3	ENSG00000083067
SLC25A40	ENSG00000075303
SLC25A37	ENSG00000147454
PGBD5	ENSG00000177614
SAPCD2	ENSG00000186193
LY6G6E	ENSG00000237482
NDUFAF7	ENSG00000003509
NPBWR1	ENSG00000183729
RN7SL39P	ENSG00000241223
ADSL	ENSG00000239900
LY6G6D	ENSG00000234443
SLC22A23	ENSG00000137266
DLGAP1-AS1	ENSG00000177337
DCDC1	ENSG00000170959
OPRK1	ENSG00000082556
RPL15	ENSG00000174748
MTRNR2L10	ENSG00000256045
BDP1	ENSG00000261932
ZNF500	ENSG00000103199
UAP1L1	ENSG00000197355
LY6G6E	ENSG00000236210
PAGE5	ENSG00000158639
SLC24A5	ENSG00000188467
USP40	ENSG00000085982
C6orf25	ENSG00000224393
TRIM31	ENSG00000204616
LY6G6D	ENSG00000225993
LSS	ENSG00000160285
DNAH9	ENSG00000007174
ARMCX3	ENSG00000102401
COG2	ENSG00000135775
NKX3-1	ENSG00000167034
DLGAP1-AS2	ENSG00000262001
DLGAP1-AS3	ENSG00000263724
NKX2-6	ENSG00000180053
C6orf25	ENSG00000228090
CHD5	ENSG00000116254
RNU6-831P	ENSG00000207278
DLGAP1-AS4	ENSG00000263878
SEPT12	ENSG00000140623
BAG2	ENSG00000112208
STC1	ENSG00000159167
TSKS	ENSG00000126467
GAPDHP66	ENSG00000250933
THSD7A	ENSG00000005108
DLGAP1-AS5	ENSG00000261520
TBR1	ENSG00000136535
USP26	ENSG00000134588
STAB1	ENSG00000010327
PAGE3	ENSG00000204279
LRRTM2	ENSG00000146006
MIS18BP1	ENSG00000129534
TFDP3	ENSG00000183434
OS9	ENSG00000135506
MAN1B1	ENSG00000177239
RAB23	ENSG00000112210
RABGGTB	ENSG00000137955
AGT	ENSG00000135744
GPC4	ENSG00000076716
ABCB9	ENSG00000150967
UBAC2	ENSG00000134882
ZNRD1	ENSG00000233795
NKX2-5	ENSG00000183072
PRKD3	ENSG00000115825
SGSM3	ENSG00000100359
TTC18	ENSG00000156042
OR4F17	ENSG00000176695
ENTPD1	ENSG00000138185
APCDD1	ENSG00000154856
AP2A1	ENSG00000196961
MYEF2	ENSG00000104177
NUDT5	ENSG00000165609
LRP10	ENSG00000197324
PPAP2C	ENSG00000141934
STC2	ENSG00000113739
CAPN9	ENSG00000135773
SIL1	ENSG00000120725
ADAM28	ENSG00000042980
LY6G6C	ENSG00000235452
ATP6V1H	ENSG00000047249
GPR18	ENSG00000125245
PHLDB1	ENSG00000019144
GPR183	ENSG00000169508
BOD1	ENSG00000145919
NAPG	ENSG00000134265
DDX11L8	ENSG00000256263
FAM138D	ENSG00000206114
COL17A1	ENSG00000065618
MIER2	ENSG00000105556
ZNF594	ENSG00000180626
DDAH2	ENSG00000233076
TM9SF2	ENSG00000125304
NR1D2	ENSG00000174738
C1orf198	ENSG00000119280
YWHAZ	ENSG00000164924
DPP7	ENSG00000176978
SCIMP	ENSG00000161929
MSH4	ENSG00000057468
ERH	ENSG00000100632
UBE2O	ENSG00000175931
SMIM22	ENSG00000267795
TPM3	ENSG00000143549
PAXIP1-AS2	ENSG00000214106
DNAJC24	ENSG00000170946
C2orf48	ENSG00000163009
FOLR3	ENSG00000110203
UGT1A8	ENSG00000241635
ASB17	ENSG00000154007
DIP2C	ENSG00000151240
PPIAP14	ENSG00000264775
REM2	ENSG00000139890
PPP1R11	ENSG00000237829
MAGEH1	ENSG00000187601
ST6GALNAC3	ENSG00000184005
CLYBL	ENSG00000125246
HPCAL1	ENSG00000115756
USP51	ENSG00000247746
THEG	ENSG00000105549
LINC00526	ENSG00000264575
TSGA10	ENSG00000135951
UBD	ENSG00000206468
FOXR2	ENSG00000189299
LINC00667	ENSG00000263753
CD86	ENSG00000114013
SFT2D3	ENSG00000173349
OR2H2	ENSG00000206467
RNF39	ENSG00000230467
IMMP1L	ENSG00000148950
TMEM106B	ENSG00000106460
RABEP1	ENSG00000029725
FOLR1	ENSG00000110195
ST6GALNAC5	ENSG00000117069
RRAGB	ENSG00000083750
TRIM40	ENSG00000204614
TMEM2	ENSG00000135048
LRP6	ENSG00000070018
PIKFYVE	ENSG00000115020
GPC3	ENSG00000147257
ABCC12	ENSG00000140798
ZIC5	ENSG00000139800
MIR3976	ENSG00000272380
FAM13C	ENSG00000148541
STRA6	ENSG00000137868
SCAND3	ENSG00000248496
POLR2D	ENSG00000144231
RNU5F-3P	ENSG00000200637
ZIC2	ENSG00000043355
ARMCX2	ENSG00000184867
RFNG	ENSG00000169733
RN7SL723P	ENSG00000265628
RNU6-349P	ENSG00000199272
RPL6P27	ENSG00000235552
TTC13	ENSG00000143643
CLIC1	ENSG00000226651
CPEB4	ENSG00000113742
RN7SL282P	ENSG00000243591
ROGDI	ENSG00000067836
PIGK	ENSG00000142892
ELP4	ENSG00000109911
MOG	ENSG00000232641
CCDC160	ENSG00000203952
LINC00668	ENSG00000265933
FOLR2	ENSG00000165457
TRIM10	ENSG00000204613
ERN1	ENSG00000178607
AASS	ENSG00000008311
GBE1	ENSG00000114480
MFSD10	ENSG00000109736
PAXIP1	ENSG00000157212
SCML2P1	ENSG00000264127
RNU6-916P	ENSG00000251897
RN7SL537P	ENSG00000265890
CTXN2	ENSG00000233932
PHOX2B	ENSG00000109132
TRIM27	ENSG00000237071
SLC25A51P2	ENSG00000263716
PIEZO2	ENSG00000154864
PHF6	ENSG00000156531
RNU7-103P	ENSG00000238370
METAP2	ENSG00000111142
UGT1A10	ENSG00000242515
PCCA	ENSG00000175198
AMMECR1L	ENSG00000144233
RNU4ATAC16P	ENSG00000221439
SLC39A9	ENSG00000029364
MTRNR2L9	ENSG00000255633
RN7SL852P	ENSG00000265997
C2CD4C	ENSG00000183186
LINC00942	ENSG00000249628
ABHD17B	ENSG00000107362
KHDRBS2	ENSG00000112232
MIR3649	ENSG00000266043
C17orf47	ENSG00000181013
TMEM33	ENSG00000109133
ZFP57	ENSG00000223858
C5orf47	ENSG00000185056
TRIM31	ENSG00000224168
AANAT	ENSG00000129673
AK5	ENSG00000154027
KLF8	ENSG00000102349
SHC2	ENSG00000129946
C9orf85	ENSG00000155621
CASR	ENSG00000036828
SNX14	ENSG00000135317
INPPL1	ENSG00000165458
LY6G6C	ENSG00000228859
UGT1A9	ENSG00000241119
FUZ	ENSG00000010361
RCC1	ENSG00000180198
HLA-F	ENSG00000234487
ZNF706	ENSG00000120963
UGT1A7	ENSG00000244122
SLC12A1	ENSG00000074803
C9orf57	ENSG00000204669
TEX2	ENSG00000136478
ARV1	ENSG00000173409
KRT222	ENSG00000213424
ODF3L2	ENSG00000181781
TRIM40	ENSG00000233931
NOP14	ENSG00000087269
ODC1	ENSG00000115758
GGACT	ENSG00000134864
DDAH2	ENSG00000227317
FAM89A	ENSG00000182118
RGS20	ENSG00000147509
RBM23	ENSG00000100461
DBF4	ENSG00000006634
MADCAM1	ENSG00000099866
C1orf189	ENSG00000163263
QPCT	ENSG00000115828
MSH5	ENSG00000230961
MKL1	ENSG00000196588
TEX14	ENSG00000121101
GRHL2	ENSG00000083307
TRIM67	ENSG00000119283
CCDC151	ENSG00000198003
TPRG1	ENSG00000188001
RPS4XP14	ENSG00000243663
SAP130	ENSG00000136715
ZZZ3	ENSG00000036549
FKBP1C	ENSG00000198225
TTC8	ENSG00000165533
RPL22	ENSG00000116251
TEFM	ENSG00000172171
GDA	ENSG00000119125
SCN8A	ENSG00000196876
TMTC4	ENSG00000125247
LGSN	ENSG00000146166
ADAMDEC1	ENSG00000134028
SLC6A3	ENSG00000142319
SLC4A10	ENSG00000144290
TRNAU1AP	ENSG00000180098
KRT24	ENSG00000167916
UGT1A6	ENSG00000167165
ID1	ENSG00000125968
PTP4A1	ENSG00000112245
MCM3AP	ENSG00000160294
KRT25	ENSG00000204897
C1orf131	ENSG00000143633
RFWD2P1	ENSG00000266613
PLEKHD1	ENSG00000175985
RN7SL50P	ENSG00000242985
THEMIS3P	ENSG00000229442
AKR1B1P6	ENSG00000225212
COX4I2	ENSG00000131055
TRIM10	ENSG00000229346
KRT26	ENSG00000186393
RPS4XP19	ENSG00000242058
HLA-G	ENSG00000237216
HPRT1	ENSG00000165704
GLYR1	ENSG00000140632
RFPL4B	ENSG00000251258
LINC00940	ENSG00000235049
RNF207	ENSG00000158286
PRR26	ENSG00000180525
TAF12	ENSG00000120656
UBQLN2	ENSG00000188021
MANSC1	ENSG00000111261
ADAP2	ENSG00000184060
MSX2	ENSG00000120149
GRIN1	ENSG00000176884
BCL2L1	ENSG00000171552
SPIN3	ENSG00000204271
RNU2-27P	ENSG00000251994
KRT27	ENSG00000171446
RNU6-903P	ENSG00000212572
LOH12CR2	ENSG00000205791
MARCKS	ENSG00000155130
KRT18P8	ENSG00000264644
NXF5	ENSG00000126952
RN7SL862P	ENSG00000242651
PAX6	ENSG00000007372
LOH12CR1	ENSG00000165714
PLAC1	ENSG00000170965
RNA5SP449	ENSG00000252680
CDC42EP3	ENSG00000163171
RAB42	ENSG00000188060
PIGPP4	ENSG00000265564
RNA5SP450	ENSG00000223138
C2orf68	ENSG00000168887
ZFAND5	ENSG00000107372
CCDC177	ENSG00000255994
TRIM15	ENSG00000224145
CSTA	ENSG00000121552
MCHR1	ENSG00000128285
ANXA7	ENSG00000138279
AOC2	ENSG00000131480
KIAA0247	ENSG00000100647
PRKCSH	ENSG00000130175
GNPAT	ENSG00000116906
GMEB1	ENSG00000162419
CCDC58P1	ENSG00000264311
CCDC58	ENSG00000160124
C1orf43	ENSG00000143612
PHOX2A	ENSG00000165462
PMM2P1	ENSG00000265038
GRK4	ENSG00000125388
NALCN	ENSG00000102452
LARP4B	ENSG00000107929
TPX2	ENSG00000088325
KCNK12	ENSG00000184261
FEZF1	ENSG00000128610
NCALD	ENSG00000104490
SLC26A2	ENSG00000155850
TPGS1	ENSG00000141933
NEU1	ENSG00000223957
HDAC2	ENSG00000196591
SLC25A17	ENSG00000100372
DCAF4L1	ENSG00000182308
RHBDF2	ENSG00000129667
TMC1	ENSG00000165091
FAM162A	ENSG00000114023
CDC34	ENSG00000099804
EXOC8	ENSG00000116903
SLC30A9	ENSG00000014824
DUT	ENSG00000128951
CACNA1C-IT1	ENSG00000256837
USP33	ENSG00000077254
THRB	ENSG00000151090
CACNA1C-IT2	ENSG00000256257
OGFOD2	ENSG00000111325
KRT28	ENSG00000173908
CACNA1C-AS4	ENSG00000256025
SPIN2B	ENSG00000186787
CACNA1C-IT3	ENSG00000256721
GNAL	ENSG00000141404
CACNA1C-AS3	ENSG00000256769
SPRTN	ENSG00000010072
TREH	ENSG00000118094
MED25	ENSG00000104973
GZMM	ENSG00000197540
PXDC1	ENSG00000168994
CNTN1	ENSG00000018236
LRRC26	ENSG00000184709
TRIM26	ENSG00000234046
TMEM210	ENSG00000185863
CDC123	ENSG00000151465
USP44	ENSG00000136014
CACNA1C-AS2	ENSG00000256271
NOL10	ENSG00000115761
EGLN1	ENSG00000135766
CACNA1C-AS1	ENSG00000246627
CCDC33	ENSG00000140481
FAM122B	ENSG00000156504
CLPB	ENSG00000162129
CBX3P4	ENSG00000256030
ADAM7	ENSG00000069206
DRD1	ENSG00000184845
HLA-A	ENSG00000227715
ANAPC2	ENSG00000176248
FAM50B	ENSG00000145945
UGT1A5	ENSG00000240224
ALDH1A1	ENSG00000165092
TSNAX-DISC1	ENSG00000270106
C2orf15	ENSG00000241962
ABCC11	ENSG00000121270
VWDE	ENSG00000146530
TCEA1	ENSG00000187735
GPS1	ENSG00000169727
TRIM15	ENSG00000204610
BSG	ENSG00000172270
YTHDF2	ENSG00000198492
RCN1	ENSG00000049449
YBEY	ENSG00000182362
TSNAX	ENSG00000116918
SFXN1	ENSG00000164466
ATG9A	ENSG00000198925
KIR2DL2	ENSG00000215764
MATR3	ENSG00000015479
MYLK2	ENSG00000101306
SPIN2A	ENSG00000147059
DMKN	ENSG00000161249
SSNA1	ENSG00000176101
OPRD1	ENSG00000116329
LPCAT1	ENSG00000153395
C10orf131	ENSG00000173088
FAAH2	ENSG00000165591
CADM2	ENSG00000175161
RMDN2	ENSG00000115841
SFTPB	ENSG00000168878
NPIPB1P	ENSG00000257513
FOXS1	ENSG00000179772
TPRN	ENSG00000176058
CADPS2	ENSG00000081803
FAM73A	ENSG00000180488
ST13	ENSG00000100380
RRM2B	ENSG00000048392
AOC3	ENSG00000131471
CC2D2B	ENSG00000188649
TMEM203	ENSG00000187713
NEFM	ENSG00000104722
WT1	ENSG00000184937
HPS3	ENSG00000163755
BEND4	ENSG00000188848
ADAM22	ENSG00000008277
DUSP15	ENSG00000149599
C21orf58	ENSG00000160298
ICMT	ENSG00000116237
UGT1A4	ENSG00000244474
ANXA1	ENSG00000135046
RARB	ENSG00000077092
ELAVL3	ENSG00000196361
SLC16A9	ENSG00000165449
KRT10	ENSG00000186395
SHISA3	ENSG00000178343
NUP88	ENSG00000108559
C2	ENSG00000204364
ZXDB	ENSG00000198455
TMEM99	ENSG00000167920
NDOR1	ENSG00000188566
UGT1A3	ENSG00000243135
CCDC6	ENSG00000108091
UGT1A1	ENSG00000242366
KRT12	ENSG00000187242
HES3	ENSG00000173673
PRPF4B	ENSG00000112739
TRIM26	ENSG00000234127
C10orf40	ENSG00000235931
SFR1	ENSG00000156384
CHMP1B	ENSG00000255112
ZNF653	ENSG00000161914
GPR153	ENSG00000158292
FBN1	ENSG00000166147
MROH2A	ENSG00000185038
TIGD6	ENSG00000164296
EPB41	ENSG00000159023
HTR5A-AS1	ENSG00000220575
HTR5A	ENSG00000157219
HTT	ENSG00000197386
ENC1	ENSG00000171617
UBN1	ENSG00000118900
NEXN	ENSG00000162614
RNF208	ENSG00000212864
VGLL3	ENSG00000206538
HMGXB3	ENSG00000113716
CYP11A1	ENSG00000140459
C9orf169	ENSG00000197191
NTN4	ENSG00000074527
HRH2	ENSG00000113749
RNF224	ENSG00000233198
FAM122C	ENSG00000156500
INSIG1	ENSG00000186480
CCNJ	ENSG00000107443
SCIN	ENSG00000006747
SLC34A3	ENSG00000198569
RORB	ENSG00000198963
CHMP2B	ENSG00000083937
ATP8A1	ENSG00000124406
ZNRD1	ENSG00000236808
PTOV1	ENSG00000104960
CPLX2	ENSG00000145920
ITGBL1	ENSG00000198542
ECSIT	ENSG00000130159
RNU7-166P	ENSG00000238689
RNU6-1315P	ENSG00000252996
TSPAN9-IT1	ENSG00000256197
CSF1R	ENSG00000182578
MSH6	ENSG00000116062
TUBB4B	ENSG00000188229
RNF135	ENSG00000181481
THAP9	ENSG00000168152
PDZRN4	ENSG00000165966
MILR1	ENSG00000271605
ZNF839	ENSG00000022976
ACOT7	ENSG00000097021
PPL	ENSG00000118898
PPP1R11	ENSG00000237403
FAM166A	ENSG00000188163
KRT20	ENSG00000171431
FGF14	ENSG00000102466
WDR96	ENSG00000197748
HJURP	ENSG00000123485
POLG2	ENSG00000256525
DUSP16	ENSG00000111266
PHF3	ENSG00000118482
TRIM39	ENSG00000204599
TTLL9	ENSG00000131044
C9orf173	ENSG00000197768
ZXDA	ENSG00000198205
RNF39	ENSG00000230332
KRT23	ENSG00000108244
SPIN4	ENSG00000186767
DDX6	ENSG00000110367
WDR5B	ENSG00000196981
RNU6-324P	ENSG00000200827
MPPE1	ENSG00000154889
NELFB	ENSG00000188986
RPAIN	ENSG00000129197
HCN2	ENSG00000099822
MCCC2	ENSG00000262057
LIPT1	ENSG00000144182
DISC1	ENSG00000162946
EIF3M	ENSG00000149100
CCDC58P3	ENSG00000267076
TRIM39	ENSG00000229929
TOR4A	ENSG00000198113
ARHGEF9	ENSG00000131089
AGAP2	ENSG00000135439
RNU6-170P	ENSG00000199702
RNU7-129P	ENSG00000251937
TPP2	ENSG00000134900
CXCR5	ENSG00000160683
NRARP	ENSG00000198435
THOC3	ENSG00000051596
RNU6-174P	ENSG00000222338
XPNPEP3	ENSG00000196236
LONP2	ENSG00000102910
KPNA1	ENSG00000114030
CFL1P5	ENSG00000263071
HSPA8P5	ENSG00000256356
CHCHD2P2	ENSG00000263197
ANK3	ENSG00000151150
FUBP1	ENSG00000162613
RPS27P14	ENSG00000262864
LIN54	ENSG00000189308
SEMA7A	ENSG00000138623
BCL9L	ENSG00000186174
MRPL36	ENSG00000171421
POLRMT	ENSG00000099821
G6PC	ENSG00000131482
CLIC1	ENSG00000226248
SRSF5	ENSG00000100650
LDLRAD4-AS1	ENSG00000267690
ZMAT1	ENSG00000166432
POU1F1	ENSG00000064835
MIR5190	ENSG00000266146
HS3ST5	ENSG00000249853
CCND2-AS1	ENSG00000256164
CCDC73	ENSG00000186714
EXD3	ENSG00000187609
GTPBP4	ENSG00000107937
UPK2	ENSG00000110375
MIR4526	ENSG00000263527
MITD1	ENSG00000158411
RN7SL362P	ENSG00000242707
BLACE	ENSG00000204960
FOXR1	ENSG00000176302
ZNRF1	ENSG00000186187
RPP21	ENSG00000239927
EN2	ENSG00000164778
NT5DC3	ENSG00000111696
PDRG1	ENSG00000088356
NF1P5	ENSG00000175319
GXYLT1	ENSG00000151233
CNPY1	ENSG00000146910
PDGFRB	ENSG00000113721
CCND2-AS2	ENSG00000255920
DOCK5	ENSG00000147459
BLNK	ENSG00000095585
ANKRD33	ENSG00000167612
TOP2B	ENSG00000077097
TRIM31	ENSG00000223531
ANKRD20A5P	ENSG00000186481
XKR7	ENSG00000260903
C4B	ENSG00000224389
PTH2R	ENSG00000144407
CCDC84	ENSG00000186166
LDHD	ENSG00000166816
TRPM8	ENSG00000144481
CCM2L	ENSG00000101331
RNU6-316P	ENSG00000212329
SEC14L5	ENSG00000103184
METTL21C	ENSG00000139780
RHOT1P1	ENSG00000266145
PNKP	ENSG00000039650
CREBL2	ENSG00000111269
CYP4F35P	ENSG00000265787
MOSPD1	ENSG00000101928
LYPLA1	ENSG00000120992
TERF1P2	ENSG00000187589
YAF2	ENSG00000015153
FEM1AP2	ENSG00000265296
CCDC168	ENSG00000175820
GPR19	ENSG00000183150
NOXA1	ENSG00000188747
CNN1	ENSG00000130176
CINP	ENSG00000100865
TMEM200B	ENSG00000253304
DNAJB4	ENSG00000162616
DNAJB7	ENSG00000172404
RBX1	ENSG00000100387
CP	ENSG00000047457
CYP1B1	ENSG00000138061
ZFP1	ENSG00000184517
TEX30	ENSG00000151287
CFB	ENSG00000204359
DDX5	ENSG00000108654
PCNT	ENSG00000160299
SRSF4	ENSG00000116350
TRPM6	ENSG00000119121
GIPC2	ENSG00000137960
TRIM40	ENSG00000236399
UBAP2L	ENSG00000143569
HTR1F	ENSG00000179097
ENTPD8	ENSG00000188833
